index,name,type,category,Courriel,Type.1,Région,Periodicité,Province,Ville,Catégorie,Groupe de presse,Télécopieur,Site web,Code postal,Spécialisations,Téléphone,Adresse
868,Le Radar,Hebdo régional,Indépendant,redacteur@leradar.qc.ca,Hebdo régional,Gaspésie-IdM,Hebdomadaire,QC,Cap-aux-Meules,,Indépendant,418 986-6358,www.leradar.qc.ca,G4T 1R3,Affaires régionales,418 986-2345 ,"110, chemin Gros-Cap "
869,Le Reflet,Hebdo régional,TC Media,del.redaction@tc.tc,Hebdo régional,Montérégie,Hebdomadaire,QC,Delson,,TC Media,450 635-4619,www.lereflet.qc.ca,J5B 1G9,Affaires régionales,450 635-9146,"11, route 132 "
870,Le Reflet ,Hebdo régional,Indépendant,journaliste@journallereflet.com,Hebdo régional,Abitibi-Témiscamingue,Hebdomadaire,QC,Ville-Marie,,Indépendant,819 622-1333,www.journallereflet.com,J9V 2B7,Affaires régionales,819 622-1313,"22, Sainte-Anne "
871,Le Reflet du canton de Lingwick,Magazine,Indépendant,info@lereflet.org,Magazine,Estrie,Mensuel,QC,Lingwick,Média communautaire,Indépendant,,www.lereflet.org,J0B 2Z0,,819 877-3560,"72, route 108 "
872,Le Reflet du Lac,Hebdo régional,TC Media,jacques.dany@tc.tc,Hebdo régional,Estrie,Hebdomadaire,QC,Magog,,TC Media,819 843-3085,www.lerefletdulac.com,J1X 5B6,Affaires régionales,819 843-3500,"53, rue Centre, #300 "
873,Le Régional,Hebdo régional,Indépendant,le-regional@videotron.ca,Hebdo régional,Laurentides,Hebdomadaire,QC,Lachute,,Indépendant,450 562-2248,le-regional.ca,J8H 4A6,,450 562-1161,"505, avenue Béthany, #117 "
874,Le Régional,Hebdo régional,Indépendant,news@le-regional.ca,Hebdo régional,Outaouais,Hebdomadaire,ON,Hawkesbury,,Indépendant,613 632-0277,www.le-regional.ca,K6A 1A3,Affaires régionales,613 632-0112,"124, Main Street "
875,Le Réseau francophone d’Amérique (RFA),Radio,Indépendant,rfa@radiorfa.com ,Radio,Outaouais,,ON,Ottawa,Média communautaire,Indépendant,613 562-2182,www.radiorfa.com,K1N 7G2,,613 562-0000,"325, Dalhousie 2e étage"
876,Le Réveil,Pér,Indépendant,lereveil@sogetel.net,Pér,Chaudière-Appalaches,Mensuel,QC,Saint-Fabien-de-Panet,Média communautaire,Indépendant,(418) 249-2138,,G0R 2J0,Communautaire,(418) 249-2128,"199-B, Bilodeau "
877,Le Richelieu Agricole,Hebdo régional,TC Media,gilles.levesque@tc.tc,Hebdo régional,Montérégie,Hebdomadaire,QC,St-Jean-sur-Richelieu,,TC Media,450 347-4539,www.canadafrancais.com,J3B 6X3,,450 347-0323,"84, Richelieu C.P. 460"
878,Le Richelieu Dimanche,Hebdo régional,TC Media,canadaf@canadafrancais.com,Hebdo régional,Montérégie,Hebdomadaire,QC,St-Jean-sur-Richelieu,,TC Media,450 347-4539,www.canadafrancais.com,J3B 6X3,Affaires régionales,450 347-0323,"84, Richelieu C.P. 383"
879,Le Rimouskois,Hebdo régional,Quebecor,redaction.rimouski@hebdosquebecor.com,Hebdo régional,Bas-St-Laurent,Hebdomadaire,QC,Rimouski,,Quebecor,418 723.1855,http://lerimouskois.canoe.ca,G5L 9G6,Affaires régionales,418 721-1212,"217, av. de Leonidas Ouest C. P. 3217, Succ. A "
880,Le Rive-Sud Express,Internet,,redactionrivesud@tc.tc,Internet,Québec,,QC,Longueuil,,,450 641-4669,,J3Y 3M8,,450 641-3377,"4480, chemin de Chambly, #204 "
881,Le Riverain,Hebdo régional,TC Media,dominique.fortier@tc.tc,Hebdo régional,Gaspésie-IdM,Hebdomadaire,QC,Matane,,TC Media,418 763-7778,www.journalleriverain.ca,G4W 3J2,,418 763-7777,"305, rue de la Gare  "
882,Le Saint-Armand,Pér,Indépendant,jstarmand@hotmail.com,Pér,Canada anglais,6 fois l'an,QC,Philippsburg,Média communautaire,Indépendant,,,J0J 1N0,,450 248-2102,C.P. 27 
883,Le Saint-Denisien,Magazine,Independant,info@lesaintdenisien.ca,Magazine,Estrie,Mensuel,QC,Saint-Denis-de-Brompton,Média communautaire,Independant,819 562-2888,www.lesaintdenisien.ca,J0B 2P0,Communautaire,819 846-3267,"1495, route 222, C.P. 244 "
884,Le Saint-François - Valleyfield,Hebdo régional,TC Media,mario.pitre@tc.tc,Hebdo régional,Montérégie,Hebdomadaire,QC,Salaberry-de-Valleyfield,,TC Media,450 371-7254,journalsaint-francois.ca,J6T 4R4,Affaires régionales,450 373-8555,"55, Jacques-Cartier "
885,Le Saint-Laurent Portage,Hebdo régional,TC Media,rdl.redaction@tc.tc,Hebdo régional,Bas-St-Laurent,Hebdomadaire,QC,Rivière-du-Loup,,TC Media,418 862-4387,http://www.lesaintlaurentportage.ca,G5R 1L4,Affaires régionales,418 862-1774,"55 - A, rue de l'Hôtel-de-ville Ouest "
886,Le Sentier,Périodique,Independant,journald.lesentier@videotron.ca,Périodique,Laurentides,Mensuel,QC,Saint-Hippolyte,Média communautaire,Independant,450 5631059,http://inter-actif.qc.ca/le-sentier/,J8A 3P5,Communautaire,450 563-0914,C. P. 135 
887,Le Sherbrooke Express,Hebdo régional,TC Media,ghislain.allard@tc.tc,Hebdo régional,Estrie,,QC,Sherbrooke,,TC Media,819 566-8442,www.lejournaldesherbrooke.ca,J1L 2S7,,819 566-8585,"4077, boul. industriel "
888,Le Soi-disant,,Indépendant,,,Montréal,4 fois l'an,QC,Montréal,Média communautaire,Indépendant,(514) 257-9028,,H1V 1K1,,(514) 257-9028,"4240, Ontario E. "
889,Le Soleil,Quotidien,Capitales Médias,,Quotidien,Montréal,,QC,Montréal,,Capitales Médias,514 499-1971,www.lesoleil.com,H2Y 1M6,,1 886 686-3394,"215, Saint-Jacques O., #110 "
890,Le Soleil,Quotidien,Capitales Médias,nouvelles@lesoleil.com,Quotidien,Québec,,QC,Québec,,Capitales Médias,418 686-3374,http://www.lapresse.ca/le-soleil/,G1K 7J6,,418 686-3394  ,"410, boul. Charest Est C.P. 1547, Succ. Terminus"
891,Le Soleil de Chateauguay,Hebdo régional,TC Media,michel.thibault@tc.tc,Hebdo régional,Montérégie,Hebdomadaire,QC,Châteauguay,,TC Media,450 692-3460,www.cybersoleil.com,J6J 4J6,Affaires régionales,450 692-8555,"82, Salaberry S. "
892,Le Soleil de Valleyfield,Hebdo régional,TC Media,mario.pitre@tc.tc,Hebdo régional,Montérégie,Hebdomadaire,QC,Salaberry-de-Valleyfield,,TC Media,450 373-8666,http://www.hebdosvalleyfield.ca,J6T 6M9,Affaires régionales,450 373-8555,"20, Académie "
893,Le Stéphanois,Pér,Indépendant,lestephanois@cgocable.ca,Pér,Mauricie,Mensuel,QC,Saint-Étienne-des-Grès,Média communautaire,Indépendant,819 535-5118,www.lestephanois.ca,G0X 2P0,Affaires régionales,819 299-3858,"1260, Saint-Alphonse, C.P. 282 "
894,Le Survol de Sainte-Félicité,Hebdo régional,Indépendant,alphis@globetrotter.net,Hebdo régional,,Mensuel,QC,Sainte-Félicité,,Indépendant,(418) 359-2047,,G0R 4T0,,(418) 359-2354,"513, Taché O. "
895,Le Témis Nouvelles,Hebdo régional,Bellavance,,Hebdo régional,Bas-St-Laurent,Hebdomadaire,QC,Cabano,,Bellavance,(418) 854-1545,,G0L 1E0,,(418) 854-1543,"28, Pelletier, C.P. 549 "
896,Le Témiscamien,Hebdo régional,Indépendant,letemiscamien@sympatico.ca,Hebdo régional,Abitibi-Témiscamingue,Hebdomadaire,QC,Ville-Marie,,Indépendant,819 629-2661,,J0Z 3W0,Affaires régionales,819 629-2618,"36, Sainte-Anne C.P. 219"
897,Le Tam-Tam communautaire,Magazine,Indépendant,info@letamtamcom.com,Magazine,Mauricie,,QC,La Tuque,Média communautaire,Indépendant,,www.letamtamcom.com,G9X 1P1,,819 523-6377,"318, rue Scott "
898,Le Tour d'y voir,Pér,Indépendant,julie.roberge@ecof.qc.ca,Pér,Mauricie,Quotidien,QC,Trois-Rivières,Média communautaire,Indépendant,819 373-3827,tourdyvoir.ca,G9A 1R8,Affaires sociales - Communautaire - Économie,819 371-9393,"1060, St-François-Xavier "
899,Le Tour de Sutton,Pér,Indépendant,info@journalletour.com,Pér,Estrie,4 fois l'an,QC,Sutton,Média communautaire,Indépendant,,letoursutton.com,J0E 2K0,,450 538-5630,CP 810 
900,Le Tour des ponts,Pér,Indépendant,tourdesponts@st-anselme.ca,Pér,Chaudière-Appalaches,11 fois l'an,QC,Saint-Anselme,Média communautaire,Indépendant,418 885-9834,st-alseme.ca/municipa-journal-communautaire.html,G0R 2N0,Arts et culture - Affaires régionales,418 885-9867,"134, Principale, #102 C.P. 74"
901,Le Trait d'Union ,Hebdo régional,Indépendant,redaction@larevue.qc.ca,Hebdo régional,Lanaudière,Hebdomadaire,QC,Terrebonne,,Indépendant,450 471-1023,www.larevue.qc.ca,J6W 3E4,Affaires régionales,,"231, Saint-Marie "
902,Le Trait d'Union,Périodique,Indépendant,trdunion@globetrotter.net,Périodique,Bas-St-Laurent,Mensuel,QC,St-Bruno-de-Kamouraska,Média communautaire,Indépendant,418 492-9076,,G0L 2M0,Communautaire,418 492-2612,"4, rue du Couvent Ouest C.P. 3"
903,Le Trait d'union du Nord,Hebdo régional,Indépendant,info.journaltdn@gmail.com,Hebdo régional,Côte-Nord,Bimensuel,QC,Fermont,,Indépendant,418 287-3874,http://www.journaltdn.ca,G0G 1J0,Affaires régionales,418 287-3655,"850, Place Daviault, #159 "
904,Le Trident de Wotton,Pér,Indépendant,tridentdewotton@gmail.com,Pér,Estrie,Mensuel,QC,Wotton,Média communautaire,Indépendant,,tridentdewotton.com,J0A 1N0,,819 828-0448,"759, rue st-jean, C. P. 218 "
905,Le TV Câble Basques,Télévision,Indépendant,,Télévision,Bas-St-Laurent,,QC,Trois-Pistoles,Média communautaire,Indépendant,(418) 851-4677,,G0L 4K0,,,"27, 2e Rang Centre "
906,Le Vent du Nord,Périodique,Independant,,Périodique,Laurentides,Mensuel,QC,Saint-Michel-des-Saints,,Independant,(450) 833-5311,,J0K 3B0,,(450) 833-5489,"640, Bellerose "
907,Le Vie-la-joie,Magazine,Indépendant,levielajoie@caramail.com,Magazine,Abitibi-Témiscamingue,Mensuel,QC,Rouyn-Noranda,Média communautaire,Indépendant,,,J9Y 1N1,,819 797-4178,"6916, boul. Témiscamingue "
908,Le Vimonteuil,Hebdo régional,TC Media,,Hebdo régional,Montréal,Hebdomadaire,QC,Laval,,TC Media,,,H7K 2J7,,(450) 622-4700,"5035, boul. des Laurentides "
909,Le Week-end Outaouais,Hebdo régional,TC Media,duprass@transcontinental.ca,Hebdo régional,Outaouais,Hebdomadaire,QC,Gatineau,,TC Media,819 568-7038,www.info07.com,J8T 8J1,Arts et culture,819 568-7736,"160, boul. de l’Hôpital, #30 "
910,Lectures ,Périodique,,,Périodique,Montréal,,QC,Montréal,,,(514) 526-0849,,H2L 3L7,,(514) 526-0849,"1889, Amherst "
911,Les Éditions Éburnea Inc.,Périodique,Indépendant,ndolylt@yahoo.fr,Périodique,Montréal,,QC,Montréal,Média ethnique,Indépendant,514 315-4586,,H2R 1V1,,514 315-4836,"784, Jean-Talon E., #101 "
912,Les Affaires,Pér,TC Media,lesaffaires.redaction@tc.tc,Pér,Montréal,Hebdomadaire,QC,Montréal,,TC Media,514 392-1586,http://www.lesaffaires.com/,H3B 4X9,Affaires,514 392-9000 ou 1 800 36,"1100, boul. René-Lévesque O.,  24ème étage"
913,Les Affaires Laval,Hebdo régional,Independant,,Hebdo régional,Montérégie,4 fois l'an,QC,Longueuil,,Independant,(450) 646-3397,,J4G 1X7,Économie,(450) 646-5846,"813, Bériault, #202 "
914,Les Affaires Plus,Magazine,TC Media,lesaffaires.redaction@tc.tc,Magazine,Montréal,11 fois l'an,QC,Montréal,,TC Media,514 392-4726,www.lesaffaires.com,H3B 4X9,,514 392-9000 ou 1 (800) ,"1100, boul. René-Lévesque O. 24e étage"
915,Les Clic la vie,Périodique,TC Media,,Périodique,Montréal,,QC,Montréal,,TC Media,,,H3B 4X9,,(514) 392-9000 p. 420,"1100, boul. René-Lévesque O. 24e étage"
916,Les Commerce,Magazine,TC Media,commerce@transcontinental.ca,Magazine,Montréal,Mensuel,QC,Montréal,,TC Media,514 392-4726,www.revuecommerce.com,H3B 4X9,Économie - Finances - Commerce,514 392-9000,"1100, boul. René-Lévesque O. 24e étage"
917,Les Débrouillards,Magazine,Indépendant,scientifix@lesdebrouillards.com,Magazine,Montréal,10 fois l'an,QC,Montréal,,Indépendant,514 278-3030,www.lesdebrouillards.qc.ca,H2H 2S2,Jeunesse - Sciences et technologie,514 844-2111,"4475, Frontenac "
918,Les Échos du Centre-ville et du Vieux-Montréal,Pér,Indépendant,redaction@echosmontreal.com,Pér,Montréal,Mensuel,QC,Montréal,Média communautaire,Indépendant,,www.journalechos.com,H2Y 2A7,Affaires municipales - Arts et culture,514 844-2133,"387, St-Paul O., #3 "
919,Les Explorateurs,Magazine,Indépendant,lesexplorateurs@lesdebrouillards.com,Magazine,Montréal,Mensuel,QC,Montréal,,Indépendant,514 278-3030,www.lesexplos.com,H2H 2S2,,514 844-2111,"4475, Frontenac "
920,Les Films Adobe inc.,,Indépendant,lucaslado@videotron.ca,,Montréal,,QC,Montréal,,Indépendant,514 272-3301,,H2V 1H8,Production audiovisuelle,514 276-9880,"70, Saint-Cyril "
921,Les Hebdos Montérégiens,Groupe de presse,TC Media,,Groupe de presse,Montérégie,,QC,Boucherville,,TC Media,450 655-9951,http://monteregieweb.com,J4B 5S7,,450 655-5556,"184, de Normandie "
922,Les Hebdos Unimédia,Groupe de presse,Unimedia (Hollinger),,Groupe de presse,Montréal,,QC,Montréal,,Unimedia (Hollinger),(514) 284-0294,,H3A 3J2,,(514) 284-6605,"600, boul. de Maisonneuve O. "
923,Les Immigrants de la Capitale,,Indépendant,immigrants_capitale@yahoo.ca,,Québec,Mensuel,QC,Québec,Média communautaire,Indépendant,,immigrantscapitale.qc.ca,G1K 4I3,,418 478-6130,"145, rue Bigaouette "
924,Les Infotech,Magazine,TC Media,infotech@transcontinental.ca,Magazine,Montréal,11 fois l'an,QC,Montréal,,TC Media,(514) 392-4124,www.lesaffaires.com,H3B 4X9,Informatique - Nouvelles technologies,(514) 392-9000,"1100, boul. René-Lévesque O. 24e étage"
925,Les Magazine PME,Magazine,TC Media,,Magazine,Montréal,10 fois l'an,QC,Montréal,,TC Media,514 392-4726,www.lesaffaires.com,H3B 4X9,Affaires - Industrie,514 392-9000,"1100, boul. René-Lévesque O. 24e étage"
926,Les Magazine Québec Construction,Magazine,TC Media,qcontruction@transcontinental.ca,Magazine,Montréal,9 fois l'an,QC,Montréal,,TC Media,514 392-2039,,H3B 4X9,Construction - Rénovation,514 392-9000,"1100, boul. René-Lévesque O. 24e étage"
927,Les Nouvelles chinoises,,Indépendant,chinenewscanada@gmail.com,,Montréal,Hebdomadaire,QC,Montréal,Média ethnique,Indépendant,514 842-8024,,H2Z 1X4,,514 842-5689,"200, boul. René-Levesque O., #00 Local 04"
928,Les Nouvelles grecques canadiennes,,Indépendant,editor@the-news.ca,,Montréal,Bimensuel,QC,Laval,Média ethnique,Indépendant,450 687-6330,www.tanea.ca,H7V 1S1,,450 978-9999,"3860, Notre-Dame Blvd., #304 "
929,Les nouvelles Hochelaga-Maisonneuve,,TC Media,redaction_est@tc.tc,,,,QC,Montréal,,TC Media,514 899-5887,journalmetro.com/local/hochelaga-maisonneuve,H1E 2S7,,514 643-2300,"8000, Blaise-Pascal  "
930,Les Nouvelles Saint-Laurent,Hebdo régional,TC Media,redaction_ouest@tc.tc,Hebdo régional,Montréal,Hebdomadaire,QC,Dorval,,TC Media,514 636-7317,journalmetro.com/local/saint-laurent,H9S 1B3,Affaires régionales,514 636-7314,"455, boul. Fénélon, #303 "
931,Les Papetières du Québec,Magazine,Indépendant,,Magazine,Montréal,5 fois l'an,QC,Pointe-Claire,,Indépendant,514 630-5980,www.pulpandpapercanada.ca,H9R 4S2,Pâte et papiers,514 630-5955,"6600, Route Transcanadienne Bureau 209"
932,Les Productions Bazzo Bazzo,Agence,Indépendant,info@productionsbazzobazzo.tv,Agence,Montréal,,QC,Montréal,,Indépendant,514 873-9229,productionsbazzobazzo.tv,H2K 3L7,Production audiovisuelle,514 521-2424 ,1000 rue Fullum 
933,Les Productions du 5e Monde,Agence,Indépendant,,Agence,Québec,,QC,Québec,,Indépendant,514 564-3628,,G1N 3J2,Documentaires,418 704-0983,"375, Lafayette, #3 "
934,Les Productions Impex,Télévision,Indépendant,impex@videotron.ca,Télévision,Mauricie,,QC,Lac-aux-Sables,,Indépendant,418 336-3117,,G0X 1M0,Documentaires - Multimédia - Sciences et technologie,418 336-3008 ,"480, Sainte-Marie "
935,Les Productions Isca,Tél,Indépendant,info@lesproductionsisca.ca,Tél,Montréal,,QC,Montréal,,Indépendant,514 273-0807,www.lesproductionsisca.ca,H2V 4K9,Documentaires,514 273-9795,"6103, Jeanne-Mance "
936,Les Productions Ostar,Télévision,Indépendant,,Télévision,Montréal,,QC,Montréal,,Indépendant,(514) 873-1827,www.ostar.com,H2K 3L7,Documentaires,(514) 529-2828,"1000, Fullum, #A-202 "
937,Les Productions Prisma,Télévision,Indépendant,prisma@total.net,Télévision,Montréal,,QC,Montréal,,Indépendant,(514) 277-8910,,H2V 2L1,,(514) 277-6686,"1035, Laurier O., 3e étage "
938,Les Productions Sogestalt,Télévision,Indépendant,lucy.royer@equipespectra.ca,Télévision,Montréal,,QC,Montréal,,Indépendant,(514) 526-7873,,H2L 1K4,,(514) 526-7090,"822, Sherbrooke E. "
939,Les Productions Sovimage,Tél,Indépendant,productions@sovimage.qc.ca,Tél,Montréal,,QC,Montréal,,Indépendant,514 277-1139,www.sovimage.qc.ca,H2J 2X1,Documentaires,514 277-6123,"4385, rue st-hubert, #1 "
940,Les Productions Vent d'est,Télévision,Indépendant,ventdest@videotron.ca,Télévision,Montréal,,QC,Montréal,,Indépendant,,http://www.ventdest.ca,H2L 3T8,Documentaires,,"1750, Saint-André, #3028 "
941,Les Publications Vertes,Magazine,Indépendant,,Magazine,Montréal,,QC,Laval,,Indépendant,,www.tigmag.com,H7P 5S1,,450 628-5325,C. P. 52046 
942,Les Techno,Périodique,TC Media,,Périodique,Montréal,Mensuel,QC,Montréal,,TC Media,(514) 392-2088,,H3B 4X9,,(514) 392-9000,"1100, boul. René-Lévesque O. 24e étage"
943,Les Versants du Mont-Bruno,Hebdo régional,Les Versants du Mont-Bruno,info@versants.com,Hebdo régional,Montérégie,Hebdomadaire,QC,Saint-Bruno,,Les Versants du Mont-Bruno,,www.versants.com,J3V 3T5,Affaires régionales,450 441-5300,"1488, Montarville "
944,Les Vision durable,,Internet,visiondurable@tc.tc,Internet,Montréal,,QC,Montréal,,TC Media,514 392-1489 ,www.visiondurable.com,H3B 4X9,,514 392-9000 ,"1100, boul. René-Lévesque Ouest 24e étage"
945,Lesaffaires.com,Internet,TC Media,,Internet,Montréal,Hebdomadaire,QC,Montréal,,TC Media,514 392-1586,www.lesaffaires.com,H3B 4X9,Affaires - Économie,514 392-9000,"1100, boul. René-Lévesque O. 24e étage"
946,Lettres Québécoises,Magazine,Indépendant,info@lettresquebecoises.qc.ca,Magazine,Montréal,4 fois l'an,QC,Montréal,,Indépendant,,www.lettresquebecoises.qc.ca,H2J 4E9,Littérature,514 237-1930,"C.P. 83577, succ. Garnier  "
947,LivresPlus,Internet,Indépendant,info@livresplus.com,Internet,Montérégie,,QC,Longueuil,Média communautaire,Indépendant,450 463-4562,www.livresplus.com,J4L 4T6,Littérature,450 463-0946,"C.P. 57133, Centre Maxi "
948,Loop,Internet,,,Internet,,,,,,,,http://207.96.143.114/loop/menuprin.html,,,,
949,Loulou,Magazine,Rogers,,Magazine,Montréal,8 fois l'an,QC,Montréal,,Rogers,514 843-2189,www.louloumagazine.com,H3B 4G7,,514 843-2951,"1200, av. McGill College, #1700 "
950,Luby,Pér,Indépendant,lubynews@bellnet.ca,Pér,Montréal,Hebdomadaire,QC,Montréal,Média ethnique,Indépendant,514.396.0030,http://www.lubynews.com,H2Z 1Y6,,514.875-6806?,"1111, Saint-Urbain, #M-09 "
951,Lurelu,Pér,Indépendant,lurelu@videotron.ca,Pér,Montréal,3 fois l'an,QC,Montréal,,Indépendant,514 282-9566,www.lurelu.net,H2J 2L1,littérature jeunesse,514 282-1414,"4388, Saint-Denis Bureau 305"
952,LusoPresse,Pér,Indépendant,jornal@lusopresse.com,Pér,Montréal,Bimensuel,QC,Laval,Média ethnique,Indépendant,450 628-0126,www.lusopresse.com,H7H 1G7,Communauté portuguaise,450 628-0125,"6475, rue Salois "
953,Luxuria,Magazine,Indépendant,luxuria@darwin.qc.ca,Magazine,Montréal,6 fois l'an,QC,Montréal,,Indépendant,(514) 940-1600,www.luxuriamag.com,H2Y 2W8,Style de vie,(514) 940-1500,"507, pl. d'Armes, #1700 "
954,L’Écho de Godbout,Périodique,Indépendant,,Périodique,Côte-Nord,10 fois l'an,QC,Godbout,Média communautaire,Indépendant,(418) 568-7801,,G0H 1G0,Arts et culture,(418) 568-7536,"156, Pascal-Comeau "
955,L’Écho de St-François,Hebdo régional,Indépendant,,Hebdo régional,,Mensuel,QC,Saint-François,Média communautaire,Indépendant,(418) 259-2177,,G0R 3A0,,(418) 259-2567,C.P. 321 
956,L’Écho des chutes,Hebdo régional,Indépendant,echo_des_chutes@cascades.com,Hebdo régional,,Mensuel,QC,Kingsley Falls,Média communautaire,Indépendant,(819) 363-5455,www.kingseyfalls.ca,J0A 1B0,,(819) 363-2529,"2, des Merisiers, #2 "
957,L’Écho du Loup,Hebdo régional,Independant,,Hebdo régional,Bas-St-Laurent,6 fois l'an,QC,Rivière-du-Loup,Média communautaire,Independant,(418) 862-2998,,G5R 3A5,,(418) 868-0591,"176, Lafontaine "
958,L’Écho du Nord,Hebdo régional,Quebecor,redaction.echo@hebdosquebecor.com,Hebdo régional,Laurentides,Hebdomadaire,QC,Saint-Jérôme,,Quebecor,450 436-7777 ,http://lechodunord.canoe.ca,J7Z 4Z8,Affaires régionales,450 436-5887,"179, Saint-Georges "
959,L’Éclaireur des Bois-Francs,Périodique,Indépendant,eclaireurbf@bellnet.ca,Périodique,Québec,Bimensuel,QC,Victoriaville,,Indépendant,819 758-2433,,G6P 3Z6,Affaires régionales,819 758-2468,"120, Notre-Dame E., #102 "
960,L’Étoile du Plateau,Hebdo régional,,redaction@proxima-p.qc.ca,Hebdo régional,Montréal,Bimensuel,QC,Ville Mont-Royal,,,(514) 736-7855,,H2V 1B2,Affaires régionales,(514) 736-1133,"130, ch. Bates, #103 "
961,L’Éveil de Saint-Adelme,Périodique,Independant,st-adelme@mrcdematane.qc.ca,Périodique,Bas-St-Laurent,Mensuel,QC,St-Adelme-de-Matane,Média communautaire,Independant,(418) 733-8226,,G0J 2B0,,(418) 733-8107,"140, Principale, C.P. 9 Ouest "
962,L’Éveil du Citoyen,Hebdo régional,Indépendant,,Hebdo régional,Estrie,Mensuel,QC,Weedon,Média communautaire,Indépendant,aucun,,J0B 3J0,,(819) 877-3810,"209, des Érables, C.P. 395 "
963,L’Action ,Hebdo régional,TC Media,infolanaudiere@tc.tc,Hebdo régional,Lanaudière,Hebdomadaire,QC,Joliette,,TC Media,450 759-3190,www.laction.com,J6E 6A6,Affaires régionales,450 759-3664,"342, Beaudry N. "
